ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-07,261.2191360696409,-399.16684031167256,931.6084520051114,261.2191360696409,261.2191360696409,-4.54045065777935,-4.54045065777935,-4.54045065777935,19.771874131509747,19.771874131509747,19.771874131509747,-24.312324789289097,-24.312324789289097,-24.312324789289097,0.0,0.0,0.0,256.6786854118616
2015-01-08,261.2079999256282,-433.6647694708436,892.6240854507615,261.2079999256282,261.2079999256282,-13.090948707816175,-13.090948707816175,-13.090948707816175,19.90562069147348,19.90562069147348,19.90562069147348,-32.99656939928966,-32.99656939928966,-32.99656939928966,0.0,0.0,0.0,248.11705121781202
2015-01-11,261.1745914935902,-577.288094450634,754.5229592555999,261.1745914935902,261.1745914935902,-126.3687101075354,-126.3687101075354,-126.3687101075354,-69.78199226987385,-69.78199226987385,-69.78199226987385,-56.58671783766156,-56.58671783766156,-56.58671783766156,0.0,0.0,0.0,134.80588138605478
2015-01-13,261.1523192055648,-572.0263673923441,832.0532183285613,261.1523192055648,261.1523192055648,-92.8516367389876,-92.8516367389876,-92.8516367389876,-25.597678617781447,-25.597678617781447,-25.597678617781447,-67.25395812120614,-67.25395812120614,-67.25395812120614,0.0,0.0,0.0,168.30068246657723
2015-01-20,261.0743661974761,-493.0521637495962,885.5671527505468,261.0743661974761,261.0743661974761,-73.6981165848625,-73.6981165848625,-73.6981165848625,-25.59767861804841,-25.59767861804841,-25.59767861804841,-48.100437966814106,-48.100437966814106,-48.100437966814106,0.0,0.0,0.0,187.37624961261358
2015-01-26,261.0075493334,-233.96880787368477,1073.1411872277,261.0075493334,261.0075493334,123.77658008375431,123.77658008375431,123.77658008375431,92.20443251925303,92.20443251925303,92.20443251925303,31.572147564501265,31.572147564501265,31.572147564501265,0.0,0.0,0.0,384.7841294171543
2015-02-02,260.92959632531125,-206.29702873487193,1136.7523982145601,260.92959632531125,260.92959632531125,205.90295639058232,205.90295639058232,205.90295639058232,92.20443251905496,92.20443251905496,92.20443251905496,113.69852387152736,113.69852387152736,113.69852387152736,0.0,0.0,0.0,466.8325527158936
2015-02-04,260.9073240372859,-251.22185112722647,1043.792919638564,260.9073240372859,260.9073240372859,139.47929838519116,139.47929838519116,139.47929838519116,19.771874131135103,19.771874131135103,19.771874131135103,119.70742425405604,119.70742425405604,119.70742425405604,0.0,0.0,0.0,400.38662242247705
2015-02-06,260.8850517492605,-372.8755474006682,998.9918273221145,260.8850517492605,260.8850517492605,71.48787209540336,71.48787209540336,71.48787209540336,-43.543318414811665,-43.543318414811665,-43.543318414811665,115.03119051021503,115.03119051021503,115.03119051021503,0.0,0.0,0.0,332.3729238446639
2015-02-09,260.8516433172225,-235.39812564015776,1170.60306228714,260.8516433172225,260.8516433172225,180.4382194806679,180.4382194806679,180.4382194806679,92.20443251917858,92.20443251917858,92.20443251917858,88.23378696148934,88.23378696148934,88.23378696148934,0.0,0.0,0.0,441.2898627978904
2015-02-12,260.81823488518444,-384.28347903887163,961.1643391154529,260.81823488518444,260.81823488518444,61.93903163107291,61.93903163107291,61.93903163107291,19.905620691094324,19.905620691094324,19.905620691094324,42.03341093997859,42.03341093997859,42.03341093997859,0.0,0.0,0.0,322.75726651625735
2015-03-03,260.6066481489436,-509.40368136352646,833.7059938540582,260.6066481489436,260.6066481489436,-101.38986831451442,-101.38986831451442,-101.38986831451442,-25.59767861794587,-25.59767861794587,-25.59767861794587,-75.79218969656856,-75.79218969656856,-75.79218969656856,0.0,0.0,0.0,159.21677983442916
2015-03-10,260.52869514085484,-420.72545317423686,956.2188494933649,260.52869514085484,260.52869514085484,33.68243694766324,33.68243694766324,33.68243694766324,-25.597678617585597,-25.597678617585597,-25.597678617585597,59.280115565248835,59.280115565248835,59.280115565248835,0.0,0.0,0.0,294.21113208851807
