ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-01-03,484.4340801750011,-407.24398807502587,2044.762958329579,484.4340801750011,484.4340801750011,323.7118276541948,323.7118276541948,323.7118276541948,92.10354284970187,92.10354284970187,92.10354284970187,231.6082848044929,231.6082848044929,231.6082848044929,0.0,0.0,0.0,808.145907829196
2015-01-04,484.52595630867677,-497.1997126139645,1953.745235800412,484.52595630867677,484.52595630867677,204.91515530201136,204.91515530201136,204.91515530201136,-16.371242083694803,-16.371242083694803,-16.371242083694803,221.28639738570618,221.28639738570618,221.28639738570618,0.0,0.0,0.0,689.4411116106882
2015-01-06,484.7097085760283,-485.0257616512218,2010.9505018855539,484.7097085760283,484.7097085760283,277.1530498739138,277.1530498739138,277.1530498739138,83.76772965205417,83.76772965205417,83.76772965205417,193.38532022185962,193.38532022185962,193.38532022185962,0.0,0.0,0.0,761.862758449942
2015-01-07,484.801584709704,-543.3008545743617,2009.6226875519446,484.801584709704,484.801584709704,211.41294287829382,211.41294287829382,211.41294287829382,34.89542256409875,34.89542256409875,34.89542256409875,176.51752031419505,176.51752031419505,176.51752031419505,0.0,0.0,0.0,696.2145275879978
2015-01-08,484.8934608433797,-651.9715049880136,1819.3948683660767,484.8934608433797,484.8934608433797,36.367856127807585,36.367856127807585,36.367856127807585,-121.86024330859225,-121.86024330859225,-121.86024330859225,158.22809943639984,158.22809943639984,158.22809943639984,0.0,0.0,0.0,521.2613169711873
2015-01-09,484.9853369770554,-652.7193610778854,1865.7917153308695,484.98533697705545,484.98533697705545,55.368477212494525,55.368477212494525,55.368477212494525,-83.560824458743,-83.560824458743,-83.560824458743,138.9293016712375,138.9293016712375,138.9293016712375,0.0,0.0,0.0,540.3538141895499
2015-01-10,485.0772131107312,-567.9128094328415,1875.9249964978362,485.0772131107312,485.0772131107312,211.13901474749014,211.13901474749014,211.13901474749014,92.10354284979792,92.10354284979792,92.10354284979792,119.03547189769223,119.03547189769223,119.03547189769223,0.0,0.0,0.0,696.2162278582214
2015-01-11,485.16908924440685,-685.8780216701227,1882.6460114393374,485.16908924440685,485.16908924440685,82.58056365209778,82.58056365209778,82.58056365209778,-16.37124208376042,-16.37124208376042,-16.37124208376042,98.95180573585819,98.95180573585819,98.95180573585819,0.0,0.0,0.0,567.7496528965046
2015-01-12,485.26096537808263,-671.3225363255852,1798.298603879415,485.26096537808263,485.26096537808263,90.0892575308257,90.0892575308257,90.0892575308257,11.025614784957897,11.025614784957897,11.025614784957897,79.06364274586781,79.06364274586781,79.06364274586781,0.0,0.0,0.0,575.3502229089083
2015-01-13,485.3528415117583,-547.6510640008195,1862.5725349173103,485.3528415117583,485.3528415117583,143.49432419794252,143.49432419794252,143.49432419794252,83.7677296521389,83.7677296521389,83.7677296521389,59.72659454580365,59.72659454580365,59.72659454580365,0.0,0.0,0.0,628.8471657097008
